Object,tool,quantity,time,type
Armored Door,Explosive 5.56 Rifle Ammo,200,1 min 25 sec,Explosive
Armored Door,Flashlight,821,3 hours 11 min 27 sec,Melee
Armored Door,Bone Club,556,2 hours 44 min 48 sec,Melee
Armored Door,Hatchet,239,4 hours 3 min 58 sec,Melee
Armored Door,Mace,169,1 hour 49 min 28 sec,Melee
Armored Door,Paddle,122,1 hour 53 min 8 sec,Melee
Armored Door,Rock,471,5 hours 54 min 30 sec,Melee
Armored Door,Salvaged Hammer,75,1 hour 30 min 8 sec,Melee
Armored Door,Stone Hatchet,1231,8 hours 20 min 30 sec,Melee
Armored Door,Stone Pickaxe,994,5 hours 59 min 25 sec,Melee
Armored Door,Torch,1231,11 hours 53 min 50 sec,Melee
Armored Door,TorchLit,4572,12 hours 49 min 31 sec,Melee
Armored Double Door,40mm HE Grenade,29,33 sec,Explosive
Armored Double Door,Rocket,4,18 sec,Explosive
Armored Double Door,High Velocity Rocket,34,3 min 18 sec,Explosive
Armored Double Door,Timed Explosive Charge,2,11 sec,Explosive
Armored Double Door,Beancan Grenade ,56,3 min 32 sec,Explosive
Armored Double Door,F1 Grenade ,160,8 min 2 sec,Explosive
Armored Double Door,Satchel Charge,12,25 sec,Explosive
Armored Double Door,Explosive 5.56 Rifle Ammo,200,1 min 25 sec,Explosive
Armored Double Door,Flashlight,821,3 hours 11 min 27 sec,Melee
Armored Double Door,Bone Club,556,2 hours 44 min 48 sec,Melee
Armored Double Door,Hatchet,239,4 hours 3 min 58 sec,Melee
Armored Double Door,Mace,169,1 hour 49 min 28 sec,Melee
Armored Double Door,Paddle,122,1 hour 53 min 8 sec,Melee
Armored Double Door,Rock,471,5 hours 54 min 30 sec,Melee
Armored Double Door,Salvaged Hammer,75,1 hour 30 min 8 sec,Melee
Armored Double Door,Stone Hatchet,1231,8 hours 20 min 30 sec,Melee
Armored Double Door,Stone Pickaxe,994,5 hours 59 min 25 sec,Melee
Armored Double Door,Torch,1231,11 hours 53 min 50 sec,Melee
Armored Double Door,TorchLit,4572,12 hours 49 min 31 sec,Melee
Barbed Wooden Barricade,40mm HE Grenade,5,1 sec,Explosive
Barbed Wooden Barricade,Rocket,1,1 sec,Explosive
Barbed Wooden Barricade,Incendiary Rocket,1,6 sec,Explosive
Barbed Wooden Barricade,High Velocity Rocket,7,36 sec,Explosive
Barbed Wooden Barricade,Timed Explosive Charge,1,10 sec,Explosive
Barbed Wooden Barricade,Beancan Grenade,6,10 sec,Explosive
Barbed Wooden Barricade,Fire Arrow,40,39 sec,Explosive
Barbed Wooden Barricade,F1 Grenade,7,11 sec,Explosive
Barbed Wooden Barricade,Flame Thrower,66,24 sec,Explosive
Barbed Wooden Barricade,Satchel Charge,1,9 sec,Explosive
Barbed Wooden Barricade,Explosive 5.56 Rifle Ammo,35,14 sec,Explosive
Barbed Wooden Barricade,Flashlight,3,56 sec,Melee
Barbed Wooden Barricade,Jackhammer,1,8 sec,Melee
Barbed Wooden Barricade,JackhammerWorkbench Refill,1,8 sec,Melee
Barbed Wooden Barricade,Bone Club,2,47 sec,Melee
Barbed Wooden Barricade,Bone Knife,2,36 sec,Melee
Barbed Wooden Barricade,Chainsaw,2,14 sec,Melee
Barbed Wooden Barricade,Salvaged Cleaver,1,28 sec,Melee
Barbed Wooden Barricade,Hatchet,1,28 sec,Melee
Barbed Wooden Barricade,Combat Knife,1,16 sec,Melee
Barbed Wooden Barricade,Mace,1,32 sec,Melee
Barbed Wooden Barricade,Machete,1,23 sec,Melee
Barbed Wooden Barricade,Paddle,1,33 sec,Melee
Barbed Wooden Barricade,Pickaxe,1,40 sec,Melee
Barbed Wooden Barricade,Rock,2,1 min 45 sec,Melee
Barbed Wooden Barricade,Salvaged Axe,1,25 sec,Melee
Barbed Wooden Barricade,Salvaged Hammer,1,27 sec,Melee
Barbed Wooden Barricade,Salvaged Icepick,1,25 sec,Melee
Barbed Wooden Barricade,Stone Hatchet,2,49 sec,Melee
Barbed Wooden Barricade,Stone Pickaxe,2,44 sec,Melee
Barbed Wooden Barricade,Stone Spear,2,35 sec,Melee
Barbed Wooden Barricade,Longsword,1,22 sec,Melee
Barbed Wooden Barricade,Salvaged Sword,1,20 sec,Melee
Barbed Wooden Barricade,Torch,5,3 min 32 sec,Melee
Barbed Wooden Barricade,TorchLit,20,3 min 13 sec,Melee
Barbed Wooden Barricade,Wooden Spear,2,49 sec,Melee
Chainlink Fence,40mm HE Grenade,3,1 sec,Explosive
Chainlink Fence,Rocket,1,1 sec,Explosive
Chainlink Fence,High Velocity Rocket,4,18 sec,Explosive
Chainlink Fence,Timed Explosive Charge,1,10 sec,Explosive
Chainlink Fence,Beancan Grenade ,6,25 sec,Explosive
Chainlink Fence,F1 Grenade ,20,1 min 2 sec,Explosive
Chainlink Fence,Satchel Charge,2,10 sec,Explosive
Chainlink Fence,Explosive 5.56 Rifle Ammo,20,7 sec,Explosive
Chainlink Fence,Flashlight,103,23 min 56 sec,Melee
Chainlink Fence,Bone Club,70,20 min 35 sec,Melee
Chainlink Fence,Hatchet,30,30 min 29 sec,Melee
Chainlink Fence,Mace,22,13 min 41 sec,Melee
Chainlink Fence,Paddle,16,14 min 8 sec,Melee
Chainlink Fence,Rock,59,44 min 18 sec,Melee
Chainlink Fence,Salvaged Hammer,10,11 min 16 sec,Melee
Chainlink Fence,Stone Hatchet,154,1 hour 2 min 33 sec,Melee
Chainlink Fence,Stone Pickaxe,125,44 min 56 sec,Melee
Chainlink Fence,Torch,154,1 hour 29 min 13 sec,Melee
Chainlink Fence,TorchLit,572,1 hour 36 min 11 sec,Melee
Chainlink Fence Gate,40mm HE Grenade,3,1 sec,Explosive
Chainlink Fence Gate,Rocket,1,1 sec,Explosive
Chainlink Fence Gate,High Velocity Rocket,3,12 sec,Explosive
Chainlink Fence Gate,Timed Explosive Charge,1,10 sec,Explosive
Chainlink Fence Gate,Beancan Grenade ,5,21 sec,Explosive
Chainlink Fence Gate,F1 Grenade ,15,47 sec,Explosive
Chainlink Fence Gate,Satchel Charge,1,9 sec,Explosive
Chainlink Fence Gate,Explosive 5.56 Rifle Ammo,15,2 sec,Explosive
Chainlink Fence Gate,Flashlight,77,17 min 56 sec,Melee
Chainlink Fence Gate,Bone Club,53,15 min 27 sec,Melee
Chainlink Fence Gate,Hatchet,23,22 min 52 sec,Melee
Chainlink Fence Gate,Mace,16,10 min 15 sec,Melee
Chainlink Fence Gate,Paddle,12,10 min 36 sec,Melee
Chainlink Fence Gate,Rock,45,33 min 14 sec,Melee
Chainlink Fence Gate,Salvaged Hammer,7,8 min 26 sec,Melee
Chainlink Fence Gate,Stone Hatchet,116,46 min 55 sec,Melee
Chainlink Fence Gate,Stone Pickaxe,94,33 min 41 sec,Melee
Chainlink Fence Gate,Torch,116,1 hour 6 min 55 sec,Melee
Chainlink Fence Gate,TorchLit,429,1 hour 12 min 8 sec,Melee
Concrete Barricade,40mm HE Grenade,10,9 sec,Explosive
Concrete Barricade,Rocket,2,6 sec,Explosive
Concrete Barricade,High Velocity Rocket,10,54 sec,Explosive
Concrete Barricade,Timed Explosive Charge,1,10 sec,Explosive
Concrete Barricade,Beancan Grenade,19,26 sec,Explosive
Concrete Barricade,F1 Grenade,58,1 min 12 sec,Explosive
Concrete Barricade,Satchel Charge,2,10 sec,Explosive
Concrete Barricade,Explosive 5.56 Rifle Ammo,53,21 sec,Explosive
Concrete Barricade,Flashlight,52,11 min 58 sec,Melee
Concrete Barricade,Jackhammer,9,1 min 48 sec,Melee
Concrete Barricade,JackhammerWorkbench Refill,1,2 min 10 sec,Melee
Concrete Barricade,Bone Club,34,10 min 16 sec,Melee
Concrete Barricade,Bone Knife,25,7 min 41 sec,Melee
Concrete Barricade,Chainsaw,27,3 min 12 sec,Melee
Concrete Barricade,Salvaged Cleaver,8,5 min 41 sec,Melee
Concrete Barricade,Hatchet,6,6 min 5 sec,Melee
Concrete Barricade,Combat Knife,21,3 min 40 sec,Melee
Concrete Barricade,Mace,10,6 min 49 sec,Melee
Concrete Barricade,Machete,11,4 min 56 sec,Melee
Concrete Barricade,Paddle,8,7 min 4 sec,Melee
Concrete Barricade,Pickaxe,6,8 min 26 sec,Melee
Concrete Barricade,Rock,29,22 min 8 sec,Melee
Concrete Barricade,Salvaged Axe,5,5 min 16 sec,Melee
Concrete Barricade,Salvaged Hammer,5,5 min 38 sec,Melee
Concrete Barricade,Salvaged Icepick,5,5 min 16 sec,Melee
Concrete Barricade,Stone Hatchet,26,10 min 25 sec,Melee
Concrete Barricade,Stone Pickaxe,25,9 min 14 sec,Melee
Concrete Barricade,Stone Spear,26,7 min 34 sec,Melee
Concrete Barricade,Longsword,8,4 min 35 sec,Melee
Concrete Barricade,Salvaged Sword,6,4 min 15 sec,Melee
Concrete Barricade,Torch,77,44 min 36 sec,Melee
Concrete Barricade,TorchLit,286,48 min 5 sec,Melee
Concrete Barricade,Wooden Spear,23,10 min 22 sec,Melee
Floor grill,40mm HE Grenade,9,8 sec,Explosive
Floor grill,Rocket,2,6 sec,Explosive
Floor grill,High Velocity Rocket,11,1 min ,Explosive
Floor grill,Timed Explosive Charge,1,10 sec,Explosive
Floor grill,Beancan Grenade ,18,1 min 10 sec,Explosive
Floor grill,F1 Grenade ,50,2 min 32 sec,Explosive
Floor grill,Satchel Charge,4,13 sec,Explosive
Floor grill,Explosive 5.56 Rifle Ammo,63,23 sec,Explosive
Floor grill,Flashlight,257,59 min 50 sec,Melee
Floor grill,Flashlight,26,5 min 59 sec,Melee
Floor grill,Bone Club,174,51 min 29 sec,Melee
Floor grill,Bone Club,17,5 min 7 sec,Melee
Floor grill,Hatchet,75,1 hour 16 min 14 sec,Melee
Floor grill,Hatchet,8,7 min 37 sec,Melee
Floor grill,Mace,53,34 min 12 sec,Melee
Floor grill,Mace,5,3 min 24 sec,Melee
Floor grill,Paddle,38,35 min 20 sec,Melee
Floor grill,Paddle,4,3 min 31 sec,Melee
Floor grill,Rock,148,1 hour 50 min 47 sec,Melee
Floor grill,Rock,15,11 min 4 sec,Melee
Floor grill,Salvaged Hammer,24,28 min 10 sec,Melee
Floor grill,Salvaged Hammer,3,2 min 49 sec,Melee
Floor grill,Stone Hatchet,385,2 hours 36 min 24 sec,Melee
Floor grill,Stone Hatchet,39,15 min 38 sec,Melee
Floor grill,Stone Pickaxe,311,1 hour 52 min 18 sec,Melee
Floor grill,Stone Pickaxe,30,11 min 12 sec,Melee
Floor grill,Torch,385,3 hours 43 min 4 sec,Melee
Floor grill,TorchLit,1429,4 hours 28 sec,Melee
Floor grill,Torch,39,22 min 18 sec,Melee
Floor grill,TorchLit,143,24 min 2 sec,Melee
Floor triangle grill,40mm HE Grenade,9,8 sec,Explosive
Floor triangle grill,Rocket,2,6 sec,Explosive
Floor triangle grill,High Velocity Rocket,11,1 min ,Explosive
Floor triangle grill,Timed Explosive Charge,1,10 sec,Explosive
Floor triangle grill,Beancan Grenade ,18,1 min 10 sec,Explosive
Floor triangle grill,F1 Grenade ,50,2 min 32 sec,Explosive
Floor triangle grill,Satchel Charge,4,13 sec,Explosive
Floor triangle grill,Explosive 5.56 Rifle Ammo,63,23 sec,Explosive
Floor triangle grill,Flashlight,257,59 min 50 sec,Melee
Floor triangle grill,Flashlight,26,5 min 59 sec,Melee
Floor triangle grill,Bone Club,174,51 min 29 sec,Melee
Floor triangle grill,Bone Club,17,5 min 7 sec,Melee
Floor triangle grill,Hatchet,75,1 hour 16 min 14 sec,Melee
Floor triangle grill,Hatchet,8,7 min 37 sec,Melee
Floor triangle grill,Mace,53,34 min 12 sec,Melee
Floor triangle grill,Mace,5,3 min 24 sec,Melee
Floor triangle grill,Paddle,38,35 min 20 sec,Melee
Floor triangle grill,Paddle,4,3 min 31 sec,Melee
Floor triangle grill,Rock,148,1 hour 50 min 47 sec,Melee
Floor triangle grill,Rock,15,11 min 4 sec,Melee
Floor triangle grill,Salvaged Hammer,24,28 min 10 sec,Melee
Floor triangle grill,Salvaged Hammer,3,2 min 49 sec,Melee
Floor triangle grill,Stone Hatchet,385,2 hours 36 min 24 sec,Melee
Floor triangle grill,Stone Hatchet,39,15 min 38 sec,Melee
Floor triangle grill,Stone Pickaxe,311,1 hour 52 min 18 sec,Melee
Floor triangle grill,Stone Pickaxe,30,11 min 12 sec,Melee
Floor triangle grill,Torch,385,3 hours 43 min 4 sec,Melee
Floor triangle grill,TorchLit,1429,4 hours 28 sec,Melee
Floor triangle grill,Torch,39,22 min 18 sec,Melee
Floor triangle grill,TorchLit,143,24 min 2 sec,Melee
Garage Door,40mm HE Grenade,22,25 sec,Explosive
Garage Door,Rocket,3,12 sec,Explosive
Garage Door,High Velocity Rocket,25,2 min 24 sec,Explosive
Garage Door,Timed Explosive Charge,2,11 sec,Explosive
Garage Door,Beancan Grenade ,42,2 min 40 sec,Explosive
Garage Door,F1 Grenade ,120,6 min 2 sec,Explosive
Garage Door,Satchel Charge,9,21 sec,Explosive
Garage Door,Explosive 5.56 Rifle Ammo,150,1 min 4 sec,Explosive
Garage Door,Flashlight,616,2 hours 23 min 35 sec,Melee
Garage Door,Bone Club,417,2 hours 3 min 36 sec,Melee
Garage Door,Hatchet,180,3 hours 2 min 59 sec,Melee
Garage Door,Mace,127,1 hour 22 min 6 sec,Melee
Garage Door,Paddle,91,1 hour 24 min 50 sec,Melee
Garage Door,Rock,353,4 hours 25 min 52 sec,Melee
Garage Door,Salvaged Hammer,56,1 hour 7 min 35 sec,Melee
Garage Door,Stone Hatchet,924,6 hours 15 min 23 sec,Melee
Garage Door,Stone Pickaxe,746,4 hours 29 min 33 sec,Melee
Garage Door,Torch,924,8 hours 55 min 23 sec,Melee
Garage Door,TorchLit,3429,9 hours 37 min 8 sec,Melee
High External Stone Gate,40mm HE Grenade,29,33 sec,Explosive
High External Stone Gate,Rocket,4,18 sec,Explosive
High External Stone Gate,High Velocity Rocket,32,3 min 6 sec,Explosive
High External Stone Gate,Timed Explosive Charge,2,11 sec,Explosive
High External Stone Gate,Beancan Grenade ,46,2 min 55 sec,Explosive
High External Stone Gate,F1 Grenade ,182,9 min 8 sec,Explosive
High External Stone Gate,Satchel Charge,10,22 sec,Explosive
High External Stone Gate,Explosive 5.56 Rifle Ammo,185,1 min 18 sec,Explosive
High External Stone Gate,Flashlight,1283,4 hours 59 min 9 sec,Melee
High External Stone Gate,Jackhammer,88,18 min 7 sec,Melee
High External Stone Gate,JackhammerWorkbench Refill,5,27 min 2 sec,Melee
High External Stone Gate,Bone Club,869,4 hours 17 min 31 sec,Melee
High External Stone Gate,Bone Knife,373,1 hour 50 min 22 sec,Melee
High External Stone Gate,Chainsaw,695,1 hour 21 min ,Melee
High External Stone Gate,Salvaged Cleaver,209,2 hours 22 min 22 sec,Melee
High External Stone Gate,Hatchet,150,2 hours 32 min 29 sec,Melee
High External Stone Gate,Combat Knife,314,52 min 50 sec,Melee
High External Stone Gate,Mace,264,2 hours 51 min 3 sec,Melee
High External Stone Gate,Machete,275,2 hours 3 min 37 sec,Melee
High External Stone Gate,Paddle,194,2 hours 56 min 50 sec,Melee
High External Stone Gate,Pickaxe,72,1 hour 45 min 21 sec,Melee
High External Stone Gate,Rock,736,9 hours 13 min 55 sec,Melee
High External Stone Gate,Salvaged Axe,94,1 hour 51 min 13 sec,Melee
High External Stone Gate,Salvaged Hammer,116,2 hours 20 min 49 sec,Melee
High External Stone Gate,Salvaged Icepick,64,1 hour 15 min 28 sec,Melee
High External Stone Gate,Stone Hatchet,642,4 hours 20 min 41 sec,Melee
High External Stone Gate,Stone Pickaxe,340,2 hours 2 min 50 sec,Melee
High External Stone Gate,Stone Spear,260,1 hour 15 min 46 sec,Melee
High External Stone Gate,Longsword,209,1 hour 54 min 36 sec,Melee
High External Stone Gate,Salvaged Sword,157,1 hour 46 min 46 sec,Melee
High External Stone Gate,Torch,1924,18 hours 35 min 23 sec,Melee
High External Stone Gate,TorchLit,7143,20 hours 2 min 22 sec,Melee
High External Stone Gate,Wooden Spear,236,1 hour 43 min 55 sec,Melee
High External Stone Wall,40mm HE Grenade,29,33 sec,Explosive
High External Stone Wall,Rocket,4,18 sec,Explosive
High External Stone Wall,High Velocity Rocket,32,3 min 6 sec,Explosive
High External Stone Wall,Timed Explosive Charge,2,11 sec,Explosive
High External Stone Wall,Beancan Grenade ,46,2 min 55 sec,Explosive
High External Stone Wall,F1 Grenade ,182,9 min 8 sec,Explosive
High External Stone Wall,Satchel Charge,10,22 sec,Explosive
High External Stone Wall,Explosive 5.56 Rifle Ammo,185,1 min 18 sec,Explosive
High External Stone Wall,Flashlight,1283,4 hours 59 min 9 sec,Melee
High External Stone Wall,Jackhammer,88,18 min 7 sec,Melee
High External Stone Wall,JackhammerWorkbench Refill,5,27 min 2 sec,Melee
High External Stone Wall,Bone Club,869,4 hours 17 min 31 sec,Melee
High External Stone Wall,Bone Knife,373,1 hour 50 min 22 sec,Melee
High External Stone Wall,Chainsaw,695,1 hour 21 min ,Melee
High External Stone Wall,Salvaged Cleaver,209,2 hours 22 min 22 sec,Melee
High External Stone Wall,Hatchet,150,2 hours 32 min 29 sec,Melee
High External Stone Wall,Combat Knife,314,52 min 50 sec,Melee
High External Stone Wall,Mace,264,2 hours 51 min 3 sec,Melee
High External Stone Wall,Machete,275,2 hours 3 min 37 sec,Melee
High External Stone Wall,Paddle,194,2 hours 56 min 50 sec,Melee
High External Stone Wall,Pickaxe,72,1 hour 45 min 21 sec,Melee
High External Stone Wall,Rock,736,9 hours 13 min 55 sec,Melee
High External Stone Wall,Salvaged Axe,94,1 hour 51 min 13 sec,Melee
High External Stone Wall,Salvaged Hammer,116,2 hours 20 min 49 sec,Melee
High External Stone Wall,Salvaged Icepick,64,1 hour 15 min 28 sec,Melee
High External Stone Wall,Stone Hatchet,642,4 hours 20 min 41 sec,Melee
High External Stone Wall,Stone Pickaxe,340,2 hours 2 min 50 sec,Melee
High External Stone Wall,Stone Spear,260,1 hour 15 min 46 sec,Melee
High External Stone Wall,Longsword,209,1 hour 54 min 36 sec,Melee
High External Stone Wall,Salvaged Sword,157,1 hour 46 min 46 sec,Melee
High External Stone Wall,Torch,1924,18 hours 35 min 23 sec,Melee
High External Stone Wall,TorchLit,7143,20 hours 2 min 22 sec,Melee
High External Stone Wall,Wooden Spear,236,1 hour 43 min 55 sec,Melee
High External Wooden Gate,40mm HE Grenade,16,17 sec,Explosive
High External Wooden Gate,Rocket,3,12 sec,Explosive
High External Wooden Gate,Incendiary Rocket,1,41 sec,Explosive
High External Wooden Gate,High Velocity Rocket,18,1 min 42 sec,Explosive
High External Wooden Gate,Timed Explosive Charge,2,11 sec,Explosive
High External Wooden Gate,Beancan Grenade ,26,1 min 40 sec,Explosive
High External Wooden Gate,Fire Arrow,250,4 min 9 sec,Explosive
High External Wooden Gate,F1 Grenade ,118,5 min 56 sec,Explosive
High External Wooden Gate,Flame Thrower,412,1 min 12 sec,Explosive
High External Wooden Gate,Satchel Charge,6,16 sec,Explosive
High External Wooden Gate,Explosive 5.56 Rifle Ammo,98,42 sec,Explosive
High External Wooden Gate,Flashlight,1283,4 hours 59 min 9 sec,Melee
High External Wooden Gate,Jackhammer,44,9 min 3 sec,Melee
High External Wooden Gate,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
High External Wooden Gate,Bone Club,869,4 hours 17 min 31 sec,Melee
High External Wooden Gate,Bone Knife,84,25 min 41 sec,Melee
High External Wooden Gate,Chainsaw,70,8 min 5 sec,Melee
High External Wooden Gate,Salvaged Cleaver,21,14 min 14 sec,Melee
High External Wooden Gate,Hatchet,23,23 min 48 sec,Melee
High External Wooden Gate,Combat Knife,74,12 min 20 sec,Melee
High External Wooden Gate,Mace,264,2 hours 51 min 3 sec,Melee
High External Wooden Gate,Machete,28,12 min 22 sec,Melee
High External Wooden Gate,Paddle,194,2 hours 56 min 50 sec,Melee
High External Wooden Gate,Pickaxe,22,31 min 36 sec,Melee
High External Wooden Gate,Rock,736,9 hours 13 min 55 sec,Melee
High External Wooden Gate,Salvaged Axe,12,14 min 4 sec,Melee
High External Wooden Gate,Salvaged Hammer,116,2 hours 20 min 49 sec,Melee
High External Wooden Gate,Salvaged Icepick,15,17 min 36 sec,Melee
High External Wooden Gate,Stone Hatchet,92,37 min 13 sec,Melee
High External Wooden Gate,Stone Pickaxe,191,1 hour 8 min 57 sec,Melee
High External Wooden Gate,Stone Spear,130,37 min 52 sec,Melee
High External Wooden Gate,Longsword,21,11 min 28 sec,Melee
High External Wooden Gate,Salvaged Sword,16,10 min 40 sec,Melee
High External Wooden Gate,Torch,1924,18 hours 35 min 23 sec,Melee
High External Wooden Gate,TorchLit,650,1 hour 49 min 18 sec,Melee
High External Wooden Gate,Wooden Spear,118,51 min 57 sec,Melee
High External Wooden Wall,40mm HE Grenade,16,17 sec,Explosive
High External Wooden Wall,Rocket,3,12 sec,Explosive
High External Wooden Wall,Incendiary Rocket,1,41 sec,Explosive
High External Wooden Wall,High Velocity Rocket,18,1 min 42 sec,Explosive
High External Wooden Wall,Timed Explosive Charge,2,11 sec,Explosive
High External Wooden Wall,Beancan Grenade ,26,1 min 40 sec,Explosive
High External Wooden Wall,Fire Arrow,250,4 min 9 sec,Explosive
High External Wooden Wall,F1 Grenade ,118,5 min 56 sec,Explosive
High External Wooden Wall,Flame Thrower,412,1 min 12 sec,Explosive
High External Wooden Wall,Satchel Charge,6,16 sec,Explosive
High External Wooden Wall,Explosive 5.56 Rifle Ammo,98,42 sec,Explosive
High External Wooden Wall,Flashlight,1283,4 hours 59 min 9 sec,Melee
High External Wooden Wall,Jackhammer,44,9 min 3 sec,Melee
High External Wooden Wall,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
High External Wooden Wall,Bone Club,869,4 hours 17 min 31 sec,Melee
High External Wooden Wall,Bone Knife,84,25 min 41 sec,Melee
High External Wooden Wall,Chainsaw,70,8 min 5 sec,Melee
High External Wooden Wall,Salvaged Cleaver,21,14 min 14 sec,Melee
High External Wooden Wall,Hatchet,23,23 min 48 sec,Melee
High External Wooden Wall,Combat Knife,74,12 min 20 sec,Melee
High External Wooden Wall,Mace,264,2 hours 51 min 3 sec,Melee
High External Wooden Wall,Machete,28,12 min 22 sec,Melee
High External Wooden Wall,Paddle,194,2 hours 56 min 50 sec,Melee
High External Wooden Wall,Pickaxe,22,31 min 36 sec,Melee
High External Wooden Wall,Rock,736,9 hours 13 min 55 sec,Melee
High External Wooden Wall,Salvaged Axe,12,14 min 4 sec,Melee
High External Wooden Wall,Salvaged Hammer,116,2 hours 20 min 49 sec,Melee
High External Wooden Wall,Salvaged Icepick,15,17 min 36 sec,Melee
High External Wooden Wall,Stone Hatchet,92,37 min 13 sec,Melee
High External Wooden Wall,Stone Pickaxe,191,1 hour 8 min 57 sec,Melee
High External Wooden Wall,Stone Spear,130,37 min 52 sec,Melee
High External Wooden Wall,Longsword,21,11 min 28 sec,Melee
High External Wooden Wall,Salvaged Sword,16,10 min 40 sec,Melee
High External Wooden Wall,Torch,1924,18 hours 35 min 23 sec,Melee
High External Wooden Wall,TorchLit,650,1 hour 49 min 18 sec,Melee
High External Wooden Wall,Wooden Spear,118,51 min 57 sec,Melee
Ladder Hatch,40mm HE Grenade,9,8 sec,Explosive
Ladder Hatch,Rocket,2,6 sec,Explosive
Ladder Hatch,High Velocity Rocket,11,1 min ,Explosive
Ladder Hatch,Timed Explosive Charge,1,10 sec,Explosive
Ladder Hatch,Beancan Grenade ,18,1 min 10 sec,Explosive
Ladder Hatch,F1 Grenade ,50,2 min 32 sec,Explosive
Ladder Hatch,Satchel Charge,4,13 sec,Explosive
Ladder Hatch,Explosive 5.56 Rifle Ammo,63,23 sec,Explosive
Ladder Hatch,Flashlight,257,59 min 50 sec,Melee
Ladder Hatch,Bone Club,174,51 min 29 sec,Melee
Ladder Hatch,Hatchet,75,1 hour 16 min 14 sec,Melee
Ladder Hatch,Mace,53,34 min 12 sec,Melee
Ladder Hatch,Paddle,38,35 min 20 sec,Melee
Ladder Hatch,Rock,148,1 hour 50 min 47 sec,Melee
Ladder Hatch,Salvaged Hammer,24,28 min 10 sec,Melee
Ladder Hatch,Stone Hatchet,385,2 hours 36 min 24 sec,Melee
Ladder Hatch,Stone Pickaxe,311,1 hour 52 min 18 sec,Melee
Ladder Hatch,Torch,385,3 hours 43 min 4 sec,Melee
Ladder Hatch,TorchLit,1429,4 hours 28 sec,Melee
Large Water Catcher,40mm HE Grenade,5,1 sec,Explosive
Large Water Catcher,Rocket,1,1 sec,Explosive
Large Water Catcher,Incendiary Rocket,1,4 sec,Explosive
Large Water Catcher,High Velocity Rocket,7,36 sec,Explosive
Large Water Catcher,Timed Explosive Charge,1,10 sec,Explosive
Large Water Catcher,Beancan Grenade,5,9 sec,Explosive
Large Water Catcher,Fire Arrow,30,29 sec,Explosive
Large Water Catcher,F1 Grenade,6,10 sec,Explosive
Large Water Catcher,Flame Thrower,50,22 sec,Explosive
Large Water Catcher,Satchel Charge,1,9 sec,Explosive
Large Water Catcher,Explosive 5.56 Rifle Ammo,34,14 sec,Explosive
Large Water Catcher,Flashlight,2,41 sec,Melee
Large Water Catcher,Jackhammer,1,6 sec,Melee
Large Water Catcher,JackhammerWorkbench Refill,1,6 sec,Melee
Large Water Catcher,Bone Club,2,36 sec,Melee
Large Water Catcher,Bone Knife,1,26 sec,Melee
Large Water Catcher,Chainsaw,2,11 sec,Melee
Large Water Catcher,Salvaged Cleaver,1,20 sec,Melee
Large Water Catcher,Hatchet,1,21 sec,Melee
Large Water Catcher,Combat Knife,1,12 sec,Melee
Large Water Catcher,Mace,1,24 sec,Melee
Large Water Catcher,Machete,1,18 sec,Melee
Large Water Catcher,Paddle,1,25 sec,Melee
Large Water Catcher,Pickaxe,1,30 sec,Melee
Large Water Catcher,Rock,2,1 min 19 sec,Melee
Large Water Catcher,Salvaged Axe,1,18 sec,Melee
Large Water Catcher,Salvaged Hammer,1,20 sec,Melee
Large Water Catcher,Salvaged Icepick,1,18 sec,Melee
Large Water Catcher,Stone Hatchet,1,36 sec,Melee
Large Water Catcher,Stone Pickaxe,1,32 sec,Melee
Large Water Catcher,Stone Spear,1,27 sec,Melee
Large Water Catcher,Longsword,1,16 sec,Melee
Large Water Catcher,Salvaged Sword,1,15 sec,Melee
Large Water Catcher,Torch,4,2 min 39 sec,Melee
Large Water Catcher,TorchLit,15,2 min 24 sec,Melee
Large Water Catcher,Wooden Spear,1,36 sec,Melee
Metal Barricade,40mm HE Grenade,17,17 sec,Explosive
Metal Barricade,Rocket,3,12 sec,Explosive
Metal Barricade,High Velocity Rocket,20,1 min 54 sec,Explosive
Metal Barricade,Timed Explosive Charge,1,10 sec,Explosive
Metal Barricade,Beancan Grenade,38,49 sec,Explosive
Metal Barricade,F1 Grenade,343,6 min 54 sec,Explosive
Metal Barricade,Satchel Charge,4,13 sec,Explosive
Metal Barricade,Explosive 5.56 Rifle Ammo,111,44 sec,Explosive
Metal Barricade,Flashlight,308,1 hour 11 min 47 sec,Melee
Metal Barricade,Jackhammer,53,10 min 52 sec,Melee
Metal Barricade,JackhammerWorkbench Refill,3,16 min 4 sec,Melee
Metal Barricade,Bone Club,209,1 hour 1 min 48 sec,Melee
Metal Barricade,Bone Knife,157,46 min 21 sec,Melee
Metal Barricade,Chainsaw,167,19 min 26 sec,Melee
Metal Barricade,Salvaged Cleaver,50,34 min 9 sec,Melee
Metal Barricade,Hatchet,36,36 min 35 sec,Melee
Metal Barricade,Combat Knife,132,22 min 11 sec,Melee
Metal Barricade,Mace,64,41 min 3 sec,Melee
Metal Barricade,Machete,66,29 min 40 sec,Melee
Metal Barricade,Paddle,46,42 min 25 sec,Melee
Metal Barricade,Pickaxe,35,50 min 34 sec,Melee
